in/out/ambiguous,start,end,Transcript
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,CHI: one +...
out,FALSE,FALSE,MOT: when you <cut it yeah> [>] .
in,FALSE,FALSE,CHI: <slice of> [<] (.) cheese .
out,FALSE,FALSE,MOT: +^ no no .
out,FALSE,FALSE,MOT: &~s .
out,FALSE,FALSE,CHI: no .
in,FALSE,FALSE,CHI: slice of Swiss cheese (.) one +...
out,FALSE,FALSE,MOT: thank you .
out,FALSE,FALSE,MOT: same as this .
in,FALSE,FALSE,CHI: (..) slice [!] of ham .
out,FALSE,FALSE,MOT: no .
in,FALSE,FALSE,CHI: sausage .
in,FALSE,FALSE,MOT: salami .
in,FALSE,FALSE,CHI: salami &=laughs .
out,FALSE,FALSE,CHI: whatever .
in,FALSE,FALSE,CHI: and one [!] lollipop (.) one +...
in,FALSE,FALSE,"CHI: +, piece of (..) cherry pie ."
out,FALSE,FALSE,CHI: one +/.
out,FALSE,FALSE,MOT: now this [?] .
out,FALSE,FALSE,MOT: you can sit over here .
in,FALSE,FALSE,CHI: sausage .
out,FALSE,FALSE,MOT: right .
out,FALSE,FALSE,CHI: one +...
out,FALSE,FALSE,CHI: oh_boy .
in,FALSE,FALSE,CHI: (.) cupcake@q .
out,FALSE,FALSE,MOT: Sis careful [>] get over there !
out,FALSE,FALSE,CHI: and [<] .
out,FALSE,FALSE,MOT: www .
in,FALSE,FALSE,CHI: and one slice of (.) watermelon .
out,FALSE,FALSE,MOT: put the cover on xxx .
out,FALSE,FALSE,CHI: the +...
out,FALSE,FALSE,MOT: (..) not today but +...
in,FALSE,FALSE,CHI: the next day [>] was (.) Sunday +...
out,FALSE,FALSE,MOT: good [<] .
out,FALSE,FALSE,MOT: (.) sound it out .
out,FALSE,FALSE,MOT: &~a &~g (.) &~n .
out,FALSE,FALSE,CHI: again .
out,FALSE,FALSE,MOT: right .
in,FALSE,FALSE,CHI: the [/] (.) the caterpillar ate through one +...
out,FALSE,FALSE,MOT: n@l .
out,FALSE,FALSE,SIS: can I read this ?
out,FALSE,FALSE,CHI: what does this say ?
out,FALSE,FALSE,MOT: not ugly +...
in,FALSE,FALSE,CHI: nice (..) green [>] +/.
out,FALSE,FALSE,MOT: color [<] .
out,FALSE,FALSE,MOT: +^ right .
in,FALSE,FALSE,CHI: +^ leaf (.) and +...
out,FALSE,FALSE,MOT: &~a &~t .
in,FALSE,FALSE,CHI: and after +...
in,FALSE,FALSE,CHI: (..) that [>] he +...
out,FALSE,FALSE,MOT: <&~th right> [<] .
out,FALSE,FALSE,MOT: (..) another word for feel@q .
in,FALSE,FALSE,CHI: felt .
out,FALSE,FALSE,MOT: right .
out,FALSE,FALSE,MOT: m@l .
out,FALSE,FALSE,CHI: what does <this say> [>] ?
out,FALSE,FALSE,MOT: <that's right> [<] .
out,FALSE,FALSE,MOT: sound it out .
out,FALSE,FALSE,CHI: m@l +...
out,FALSE,FALSE,MOT: m@l +...
out,FALSE,FALSE,MOT: alright .
in,FALSE,FALSE,CHI: much (.) better .
out,FALSE,FALSE,MOT: right .
out,FALSE,FALSE,CHI: wow !
in,FALSE,FALSE,CHI: <now he> [=! laughing] [/] now he was [//] wasn't (.) very (.) hungry <and more> [= any more] .
out,FALSE,FALSE,MOT: any .
in,FALSE,FALSE,CHI: and (.) anymore .
in,FALSE,FALSE,MOT: and he (.) wasn't a little caterpillar (.) anymore .
in,FALSE,FALSE,CHI: he was a big (.) fat caterpillar .
out,FALSE,FALSE,CHI: he +...
out,FALSE,FALSE,CHI: what does this say ?
out,FALSE,FALSE,MOT: when you make something (.) out_of wood .
out,FALSE,FALSE,SIS: &=whines .
out,FALSE,FALSE,CHI: (.) butter@q .
out,FALSE,FALSE,MOT: built .
in,FALSE,FALSE,CHI: <he built> [/] he [!] built a (.) &~s (.) small house +/.
out,FALSE,FALSE,BRO: is it five minutes yet !
out,FALSE,FALSE,MOT: stop banging things !
out,FALSE,FALSE,MOT: stop it Bro !
out,FALSE,FALSE,CHI: what does this say ?
out,FALSE,FALSE,MOT: well you (.) use a phone (.) to what [!] someone ?
out,FALSE,FALSE,MOT: called a +...
out,FALSE,FALSE,CHI: what does this say ?
out,FALSE,FALSE,MOT: cocoon .
in,FALSE,FALSE,CHI: cocoon .
out,FALSE,FALSE,CHI: what does this say ?
in,FALSE,FALSE,MOT: not over but +...
in,FALSE,FALSE,CHI: under +...
out,FALSE,FALSE,MOT: around .
out,FALSE,FALSE,CHI: around .
out,FALSE,FALSE,CHI: what does this [!] say ?
out,FALSE,FALSE,MOT: (..) sound it out .
in,FALSE,FALSE,CHI: around +...
in,FALSE,FALSE,CHI: this one's h@q .
out,FALSE,FALSE,MOT: hm: .
out,FALSE,FALSE,CHI: him +...
in,FALSE,FALSE,MOT: himself .
in,FALSE,FALSE,CHI: himself .
out,FALSE,FALSE,CHI: he +...
out,FALSE,FALSE,MOT: instead of goin(g) out what do you do ?
in,FALSE,FALSE,MOT: (.) stayed@q .
in,FALSE,FALSE,CHI: stayed &=laughs .
out,FALSE,FALSE,MOT: &=laughs .
in,FALSE,FALSE,CHI: in [>] +/.
out,FALSE,FALSE,BRO: Chi [<] !
out,FALSE,FALSE,MOT: ++ side@q .
in,FALSE,FALSE,CHI: inside &=laughs [>] .
out,FALSE,FALSE,BRO: <did you know> [<] this was xxx .
out,FALSE,FALSE,MOT: he knows it's his .
in,FALSE,FALSE,CHI: house .
out,FALSE,FALSE,MOT: good .
out,FALSE,FALSE,MOT: finish the book hon(ey) .
out,FALSE,FALSE,CHI: for (.) home [?] ?
out,FALSE,FALSE,MOT: more .
in,FALSE,FALSE,CHI: for more +...
out,FALSE,FALSE,BRO: xxx .
in,FALSE,FALSE,CHI: than [>] .
out,FALSE,FALSE,MOT: xxx [<] .
out,FALSE,FALSE,BRO: how do you fix this thing ?
in,FALSE,FALSE,CHI: two (.) weeks .
out,FALSE,FALSE,BRO: it's broken .
out,FALSE,FALSE,CHI: what does that say ?
out,FALSE,FALSE,MOT: then .
in,FALSE,FALSE,CHI: then he +...
out,FALSE,FALSE,BRO: turn the other side .
out,FALSE,FALSE,MOT: nibbled .
in,FALSE,FALSE,CHI: nibbled a +...
out,FALSE,FALSE,MOT: hole .
in,FALSE,FALSE,CHI: hole (.) in the cocoon .
out,FALSE,FALSE,CHI: what does this say ?
out,FALSE,FALSE,MOT: what'd I do ?
out,FALSE,FALSE,CHI: stop [?] &=laughs .
out,FALSE,FALSE,MOT: what did I do ?
out,FALSE,FALSE,CHI: pushed &=laughs .
out,FALSE,FALSE,MOT: right !
in,FALSE,FALSE,CHI: www &=laughs pushed his (.) way out and +...
out,FALSE,FALSE,CHI: and +...
in,FALSE,FALSE,CHI: he was a butterfly !
out,FALSE,FALSE,MOT: what ?
out,FALSE,FALSE,CHI: a &~b +...
in,FALSE,FALSE,MOT: not pretty but +...
in,FALSE,TRUE,CHI: beautiful butterfly .
out,FALSE,FALSE,MOT: right .
out,FALSE,FALSE,MOT: the end !
out,FALSE,FALSE,INV: alright .
out,FALSE,FALSE,INV: good job !
