in/out/ambiguous,start,end,Transcript
in,FALSE,FALSE,MEL: eat some .
out,FALSE,FALSE,MEL: not for real though [>] .
out,FALSE,FALSE,CHI: num@o num@o num@o num@o .
in,FALSE,TRUE,CHI: I'm making a taco .
out,FALSE,FALSE,MEL: kuhkkkk@o .
out,FALSE,FALSE,CHI: vrum@o vrum@o .
in,TRUE,FALSE,MEL: I know what <I'm going to do vrum@o for fun> [>] .
in,FALSE,TRUE,CHI: <I'm making a taco> [<] .
in,TRUE,FALSE,CHI: I'm making a taco .
in,FALSE,FALSE,MEL: <taco taco> [>] drinking box for tacos .
out,FALSE,FALSE,CHI: <xxx lots_of cheese> [<] .
out,FALSE,FALSE,CHI: 0 [=! slight chuckle] .
out,FALSE,FALSE,MEL: Amber ?
in,FALSE,FALSE,CHI: drinking box for tacos .
out,FALSE,FALSE,CHI: what ?
in,FALSE,TRUE,MEL: we have long jumps again tonight .
in,TRUE,FALSE,CHI: I know !
in,FALSE,TRUE,MEL: I hate [!!] long jumps .
out,FALSE,FALSE,MEL: gotta go one (.) two .
in,TRUE,FALSE,MEL: wanna practise our long jumps on the carpet [>] ?
in,FALSE,FALSE,CHI: no [<] [>] .
in,FALSE,FALSE,CHI: be kind of hard .
in,FALSE,FALSE,MEL: no it wouldn't .
in,FALSE,FALSE,MEL: we could stand in our line (.) and do them .
out,FALSE,FALSE,CHI: xxx .
in,FALSE,TRUE,MEL: look at my pizza .
out,FALSE,FALSE,MEL: <&=laughs> [>] .
out,FALSE,FALSE,CHI: <&=laughs> [<] .
out,FALSE,FALSE,MEL: striped [>] pizza .
in,TRUE,FALSE,MEL: isn't it ?
out,FALSE,FALSE,CHI: uhhuh .
out,FALSE,FALSE,MEL: mrowm@o mrowm@o mrowm@o <mrowm@o> [>] .
in,FALSE,TRUE,CHI: <I'm> [<] making a good pizza .
out,FALSE,FALSE,MEL: <Pizza_Hut_nothing_but> [>] .
in,TRUE,FALSE,CHI: <I mean a> [<] (.) taco .
in,FALSE,TRUE,MEL: don't put all that in .
in,TRUE,FALSE,MEL: <I need this> [>] .
out,FALSE,FALSE,CHI: <&=laughs> [<] .
in,FALSE,FALSE,MEL: <I need the needle> [>] .
out,FALSE,FALSE,CHI: okay [<] .
in,FALSE,TRUE,CHI: I'll put that in .
out,FALSE,FALSE,CHI: the needle .
out,FALSE,FALSE,MEL: &=laughs .
out,FALSE,FALSE,MEL: cause I've +...
in,TRUE,FALSE,MEL: watch this [>] .
out,FALSE,FALSE,CHI: <yummy taco> [<] .
in,FALSE,FALSE,MEL: watch this .
in,FALSE,FALSE,MEL: watch this Amber .
in,FALSE,TRUE,CHI: my taco's all_gone .
in,TRUE,FALSE,MEL: watch this .
in,FALSE,FALSE,MEL: watch this .
out,FALSE,FALSE,MEL: <&=laughs> [>] .
out,FALSE,FALSE,CHI: <&=laughs> [<] .
in,FALSE,TRUE,MEL: I'm giving my pizza needles .
in,TRUE,FALSE,CHI: I'm making a birthday present .
out,FALSE,FALSE,MEL: &~a:h !
out,FALSE,FALSE,CHI: 0 [=! grunts] .
in,FALSE,FALSE,MEL: look at this .
in,FALSE,FALSE,CHI: somebody's birthday coming up .
in,FALSE,FALSE,CHI: you know that .
in,FALSE,FALSE,MEL: whose ?
in,FALSE,FALSE,CHI: yours .
out,FALSE,FALSE,MEL: no .
in,FALSE,FALSE,CHI: no it isn't .
out,FALSE,FALSE,MEL: hey !
in,FALSE,FALSE,MEL: look what I did .
in,FALSE,FALSE,MEL: I went +...
in,FALSE,TRUE,CHI: mushy_mushy_mush@wp .
in,TRUE,FALSE,MEL: mush_mushy_mushy_mush_schmoosh_schmoosh@wp .
in,FALSE,TRUE,MEL: wanna do something else ?
in,TRUE,FALSE,MEL: wanna play with the trucks ?
out,FALSE,FALSE,CHI: okay .
in,FALSE,FALSE,CHI: do you wanna ?
out,FALSE,FALSE,MEL: okay .
out,FALSE,FALSE,MEL: no .
in,FALSE,FALSE,MEL: I wanna do something else other than play with the trucks .
in,FALSE,TRUE,MEL: making a taco .
out,FALSE,FALSE,CHI: &=laughs .
in,TRUE,FALSE,MEL: I know what I'll do .
out,FALSE,FALSE,CHI: xxx .
in,FALSE,TRUE,MEL: I'm going to play the trucks .
out,FALSE,FALSE,CHI: yup .
in,TRUE,FALSE,MEL: I'm gonna be this .
out,FALSE,FALSE,CHI: &~aw !
out,FALSE,FALSE,CHI: okay .
in,FALSE,TRUE,CHI: and I'll be the bulldozer .
out,FALSE,FALSE,CHI: bulldozer .
in,TRUE,FALSE,MEL: no <I wanna be this> [>] .
out,FALSE,FALSE,CHI: xxx [<] .
in,FALSE,TRUE,MEL: <and I want these two people> [>] .
in,TRUE,FALSE,CHI: xxx [<] you're [!!] the bulldozer .
in,FALSE,FALSE,CHI: I don't know (.) who's the bulldozer .
out,FALSE,FALSE,CHI: ah !
out,FALSE,FALSE,CHI: funny people .
out,FALSE,FALSE,CHI: a doctor kit ?
out,FALSE,FALSE,MEL: a what !
out,FALSE,FALSE,CHI: a doctor kit ?
out,FALSE,FALSE,MEL: &=laughs .
in,FALSE,TRUE,MEL: where's that doctor kit ?
in,TRUE,FALSE,MEL: we'll need it when somebody gets hurt .
out,FALSE,FALSE,CHI: 0 [=! slight laugh] .
in,FALSE,FALSE,MEL: so we put it right there .
in,FALSE,TRUE,MEL: &-um: (.) what <else do I xxx> [>] ?
out,FALSE,FALSE,CHI: xxx [<] .
in,TRUE,FALSE,MEL: oh I know (.) <what you're sposta do> [>] .
out,FALSE,FALSE,CHI: xxx [<] .
in,FALSE,TRUE,MEL: sposta put these here .
out,FALSE,FALSE,CHI: yah_yah_yah_yah@wp .
in,TRUE,FALSE,MEL: sposta put these here .
out,FALSE,FALSE,MEL: and &-um (.) after that +...
out,FALSE,FALSE,MEL: see .
in,FALSE,FALSE,MEL: you're sposta put these there +...
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,MEL: xxx [>] .
in,FALSE,TRUE,CHI: <I wonder> [<] what this is ?
in,TRUE,FALSE,MEL: I don't wanna play with this .
in,FALSE,FALSE,CHI: <I don't either> [>] .
in,FALSE,TRUE,MEL: <let's play> [<] with that .
in,TRUE,FALSE,MEL: this is funner@n !
out,FALSE,FALSE,MEL: xxx building .
out,FALSE,FALSE,MEL: sple@o .
in,FALSE,TRUE,MEL: take that off .
out,FALSE,FALSE,MEL: xxx .
out,FALSE,FALSE,MEL: nam_ba_bam_ba_ba_bump_bump@wp .
out,FALSE,FALSE,MEL: okay .
out,FALSE,FALSE,MEL: now .
out,FALSE,FALSE,MEL: xxx .
out,FALSE,FALSE,CHI: xxx ?
in,TRUE,FALSE,MEL: if you want .
out,FALSE,FALSE,MEL: okay .
out,FALSE,FALSE,CHI: xxx .
in,FALSE,TRUE,CHI: wonder what this is for ?
out,FALSE,FALSE,MEL: &~a:h !
in,TRUE,FALSE,CHI: wonder [/] wonder if it works in the playdough ?
out,FALSE,FALSE,MEL: &=laughs .
out,FALSE,FALSE,MEL: holy !
in,FALSE,FALSE,"CHI: don't say +""/."
in,FALSE,FALSE,"CHI: +"" holy [?] ."
out,FALSE,FALSE,MEL: what ?
in,FALSE,FALSE,"CHI: don't say +""/."
in,FALSE,FALSE,"CHI: +"" holy [?] ."
out,FALSE,FALSE,MEL: holy ?
in,FALSE,FALSE,MEL: why can't I say holy ?
in,FALSE,FALSE,MEL: holy macaroni .
out,FALSE,FALSE,MEL: <&=laughs> [>] .
out,FALSE,FALSE,CHI: <&=laughs> [<] .
in,FALSE,FALSE,CHI: that's funny .
out,FALSE,FALSE,MEL: holy macaroni .
out,FALSE,FALSE,MEL: bla@wp bla@wp .
in,FALSE,TRUE,CHI: here's a latter [: ladder] .
out,FALSE,FALSE,MEL: a what ?
out,FALSE,FALSE,MEL: <a latter [: ladder] watter@wp> [>] ?
out,FALSE,FALSE,CHI: <a latter [: ladder]> [<] .
out,FALSE,FALSE,MEL: watter@wp ?
out,FALSE,FALSE,CHI: xxx [>] .
in,TRUE,FALSE,MEL: <what's a watter@wp> [<] ?
out,FALSE,FALSE,CHI: a latter [: ladder] .
in,FALSE,FALSE,MEL: what's a watter@wp ?
in,FALSE,FALSE,CHI: I said a la_a_atter@wp ?
in,FALSE,FALSE,MEL: what's a wa_la_a_atter@wp ?
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,MEL: there .
out,FALSE,FALSE,MEL: now one .
in,FALSE,TRUE,CHI: I think that's sposta go with that .
out,FALSE,FALSE,MEL: what ?
out,FALSE,FALSE,CHI: this .
out,FALSE,FALSE,MEL: yes .
out,FALSE,FALSE,CHI: hm:: .
in,TRUE,FALSE,MEL: they get these things mixed +...
in,FALSE,FALSE,CHI: mixed up .
out,FALSE,FALSE,MEL: 0 [=! making noises] .
out,FALSE,FALSE,CHI: 0 [=! making noises] .
out,FALSE,FALSE,MEL: 0 [=! making frog-like noises] .
out,FALSE,FALSE,MEL: hey .
out,FALSE,FALSE,MEL: how did I do this ?
out,FALSE,FALSE,MEL: like this [!!] ?
out,FALSE,FALSE,MEL: no .
in,FALSE,TRUE,CHI: gotta twist it in (.) I guess .
in,TRUE,FALSE,MEL: wanna play skipping with me ?
in,FALSE,FALSE,MEL: I have a long skipping rope [>] .
out,FALSE,FALSE,CHI: outside [<] ?
out,FALSE,FALSE,MEL: yeah .
out,FALSE,FALSE,CHI: okay .
in,FALSE,FALSE,CHI: recess is over .
out,FALSE,FALSE,MEL: oh .
out,FALSE,FALSE,MEL: we're not through yet .
out,FALSE,FALSE,CHI: wonder what I'm making .
out,FALSE,FALSE,MEL: &=laughs .
in,FALSE,FALSE,CHI: I don't even know .
in,FALSE,FALSE,MEL: neither do I .
in,FALSE,FALSE,MEL: see .
in,FALSE,FALSE,MEL: it's just a thing .
out,FALSE,FALSE,MEL: a needle !
out,FALSE,FALSE,MEL: vrum@o .
out,FALSE,FALSE,CHI: ow [>] !
out,FALSE,FALSE,MEL: <&=laughs> [<] .
out,FALSE,FALSE,MEL: a needle .
out,FALSE,FALSE,MEL: putt@o .
in,FALSE,TRUE,MEL: so I don't get my mumps .
out,FALSE,FALSE,CHI: heh !
in,TRUE,FALSE,MEL: or my measles or my xxx .
in,FALSE,FALSE,CHI: I don't want mumps .
in,FALSE,FALSE,MEL: my friend has mumps .
out,FALSE,FALSE,CHI: mm !
out,FALSE,FALSE,MEL: &=laughs .
in,FALSE,FALSE,MEL: she looks funny .
in,FALSE,FALSE,CHI: she does ?
in,FALSE,FALSE,MEL: yes .
in,FALSE,FALSE,MEL: she did (.) she did .
in,FALSE,FALSE,MEL: you know what ?
in,FALSE,FALSE,MEL: I saw her eye .
out,FALSE,FALSE,MEL: 0 .
out,FALSE,FALSE,CHI: mhm .
out,FALSE,FALSE,MEL: 0 [=! gigles] .
in,FALSE,TRUE,CHI: I wonder what this is ?
out,FALSE,FALSE,CHI: xxx [>] .
out,FALSE,FALSE,MEL: what [<] ?
out,FALSE,FALSE,CHI: a roller_ba_a_all@wp .
out,FALSE,FALSE,MEL: no .
in,TRUE,FALSE,MEL: it can't be a roller [/] roller +...
in,FALSE,TRUE,MEL: this is too short .
out,FALSE,FALSE,MEL: blah .
out,FALSE,FALSE,MEL: hey .
in,TRUE,FALSE,MEL: I'm making +/.
in,FALSE,TRUE,CHI: bouncing xxx .
out,FALSE,FALSE,MEL: &=laughs .
out,FALSE,FALSE,MEL: hey .
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,MEL: hay is for horses .
in,TRUE,FALSE,CHI: wonder what <this does> [>] ?
out,FALSE,FALSE,"MEL: <that's what> [<] my [/] <my sister> [>] always says +""/."
out,FALSE,FALSE,"MEL: +"" hey ."
out,FALSE,FALSE,CHI: smack@o smack@o .
in,FALSE,TRUE,"MEL: and my mom says +""/."
in,TRUE,FALSE,"MEL: +"" hay is for horses ."
out,FALSE,FALSE,CHI: 0 [=! slight laugh] .
in,FALSE,FALSE,MEL: she does .
in,FALSE,TRUE,CHI: playing the cymbals .
out,FALSE,FALSE,MEL: <&=laughs> [>] .
out,FALSE,FALSE,CHI: <&=laughs> [<] .
in,TRUE,FALSE,MEL: making a needle .
out,FALSE,FALSE,MEL: &=laughs .
out,FALSE,FALSE,CHI: xxx .
in,FALSE,FALSE,MEL: making a needle (.) <making a needle> [>] .
in,FALSE,FALSE,CHI: <this is not going in> [<] .
out,FALSE,FALSE,CHI: mroowou@o .
out,FALSE,FALSE,MEL: mwowmamamama@o .
out,FALSE,FALSE,CHI: 0 [=! slight laugh] .
out,FALSE,FALSE,CHI: 0 .
out,FALSE,FALSE,MEL: pah@wp !
in,FALSE,FALSE,MEL: I thought that was something .
in,FALSE,TRUE,CHI: hula hoop +/.
in,TRUE,FALSE,MEL: I had something good for recess .
in,FALSE,FALSE,MEL: who cares (.) I'll eat it on the way home .
out,FALSE,FALSE,CHI: a:hhah !
out,FALSE,FALSE,CHI: 0 .
out,FALSE,FALSE,MEL: oh little xxx love little +...
