in/out/ambiguous,start,end,Transcript
out,FALSE,FALSE,MOT: <today is Sunday> [>] .
out,FALSE,FALSE,CHI: xxx [<] .
out,FALSE,FALSE,MOT: he doesn't work on <Sundays right Bro> [>] ?
out,FALSE,FALSE,CHI: <he comes> [<] on Thursdays ?
out,FALSE,FALSE,CHI: he is <coming on Thursday> [>] ?
out,FALSE,FALSE,MOT: <Bro relax> [<] (.) please .
out,FALSE,FALSE,CHI: xxx comes on Thursday ?
out,FALSE,FALSE,BRO: xxx .
out,FALSE,FALSE,MOT: I don't know (.) he says he's gonna call [?] .
out,FALSE,FALSE,BRO: I don't want this [>] .
out,FALSE,FALSE,MOT: <they were> [<] so tired huh Chi the last time they came ?
out,FALSE,FALSE,MOT: do you remember ?
out,FALSE,FALSE,MOT: and Bro too ?
out,FALSE,FALSE,MOT: you guys were tired .
out,FALSE,FALSE,BRO: &=noise:tapexxx opened a window .
out,FALSE,FALSE,MOT: you need any help Bro ?
out,FALSE,FALSE,BRO: xxx .
out,FALSE,FALSE,MOT: I don't know what you're doing .
out,FALSE,FALSE,BRO: xxx .
out,FALSE,FALSE,CHI: &=noise:tapetired [!] xxx .
out,FALSE,FALSE,MOT: you're not having that right now .
out,FALSE,FALSE,BRO: xxx .
out,FALSE,FALSE,MOT: that's for later .
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,MOT: too sweet Bro <that's not even good for yourself> [>] .
out,FALSE,FALSE,CHI: xxx [<] .
out,FALSE,FALSE,BRO: xxx there's not much .
out,FALSE,FALSE,CHI: I want some Cheerios [?] .
out,FALSE,FALSE,MOT: Cheerios or cereal ?
out,FALSE,FALSE,CHI: cereal .
out,FALSE,FALSE,BRO: Cheerios .
out,FALSE,FALSE,MOT: I don't have Cheerios .
out,FALSE,FALSE,BRO: Cheerios .
out,FALSE,FALSE,MOT: no that's called Fruity_Marshmallows .
out,FALSE,FALSE,CHI: no not that !
out,FALSE,FALSE,MOT: put that away Bro you started all this .
out,FALSE,FALSE,CHI: I want that .
out,FALSE,FALSE,BRO: xxx [>] .
out,FALSE,FALSE,MOT: xxx [<] .
out,FALSE,FALSE,CHI: I want that &=whining .
out,FALSE,FALSE,CHI: Bro !
out,FALSE,FALSE,MOT: Bro I don't wanna see a mess on my floor .
out,FALSE,FALSE,CHI: &=cries .
out,FALSE,FALSE,MOT: Chi .
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,MOT: this one is fine .
out,FALSE,FALSE,CHI: no <I don't like it> [>] .
out,FALSE,FALSE,MOT: <it's perfect for now> [<] okay ?
out,FALSE,FALSE,CHI: I want that (.) one .
out,FALSE,FALSE,MOT: that one is no good .
in,FALSE,TRUE,MOT: it's not a good breakfast .
in,TRUE,FALSE,MOT: xxx Bro ate the raisin [//] raisin bran .
out,FALSE,FALSE,CHI: no I like that .
out,FALSE,FALSE,MOT: xxx when you just have a little of these you can have some of those [>] .
out,FALSE,FALSE,CHI: no [<] !
out,FALSE,FALSE,MOT: guess what Bro ?
out,FALSE,FALSE,MOT: when you take a bath +...
out,FALSE,FALSE,CHI: &=coughs .
out,FALSE,FALSE,MOT: you're gonna take a bath xxx (.) we can do some reading typing (.) lots_of things xxx .
out,FALSE,FALSE,CHI: <but we don't got a typewriter> [>] .
out,FALSE,FALSE,BRO: <I needta> [<] type xxx .
out,FALSE,FALSE,MOT: you did ?
out,FALSE,FALSE,MOT: xxx [>] .
out,FALSE,FALSE,CHI: <we don't have a typewriter> [<] .
out,FALSE,FALSE,BRO: yeah .
out,FALSE,FALSE,MOT: <you don't> [>] hafta type it you don't know how to type .
out,FALSE,FALSE,CHI: xxx [<] .
out,FALSE,FALSE,BRO: you can type it for me I'll tell you the letters .
out,FALSE,FALSE,MOT: I'll tell you what I'll do .
out,FALSE,FALSE,MOT: okay↑ you can write it and I'll type it .
out,FALSE,FALSE,MOT: excellent [?] .
out,FALSE,FALSE,CHI: &-uh &-uh .
out,FALSE,FALSE,BRO: I can try .
out,FALSE,FALSE,MOT: xxx just remember a typewriter is not a toy .
out,FALSE,FALSE,BRO: I know Mot [!] you just said it .
out,FALSE,FALSE,MOT: you hafta be careful xxx .
out,FALSE,FALSE,BRO: xxx recording ?
out,FALSE,FALSE,MOT: yeah it is .
out,FALSE,FALSE,BRO: xxx .
out,FALSE,FALSE,MOT: xxx .
out,FALSE,FALSE,MOT: &=noise:tapehere's your cereal .
out,FALSE,FALSE,CHI: &=noise:tapeI don't like that kind .
out,FALSE,FALSE,MOT: you're not hungry .
out,FALSE,FALSE,MOT: that's what it is .
in,FALSE,TRUE,BRO: long time ago <I> [//] I'd say &-um <amber's up there xxx> [//] Amber's up there xxx her teacher a poem .
in,TRUE,FALSE,MOT: Amber doesn't know how to type .
in,FALSE,TRUE,MOT: she's a little girl .
in,TRUE,FALSE,MOT: she's like you .
in,FALSE,TRUE,BRO: &-uh <I> [/] &-um she tell me the letters so I write it and I gave it to the xxx teacher .
out,FALSE,FALSE,MOT: oh really ?
out,FALSE,FALSE,CHI: she's not little she's bigger than Bro they measure and <she's bigger> [>] .
out,FALSE,FALSE,MOT: well [<] she's a little younger right Bro ?
out,FALSE,FALSE,BRO: yeah so I'm bigger .
out,FALSE,FALSE,MOT: when is Amber's birthday July or August ?
out,FALSE,FALSE,BRO: August <fourth I think> [>] .
out,FALSE,FALSE,CHI: <I don't know> [<] .
out,FALSE,FALSE,MOT: and yours is May right ?
out,FALSE,FALSE,MOT: May June July August .
out,FALSE,FALSE,MOT: so (.) she's three months younger than you .
out,FALSE,FALSE,MOT: she's bigger huh ?
out,FALSE,FALSE,MOT: she sure is big .
out,FALSE,FALSE,MOT: &=noise:tapexxx are you enjoying your weekend ?
out,FALSE,FALSE,BRO: <xxx I am> [>] .
out,FALSE,FALSE,CHI: &=noise:tapeno <I want> [<] Cheerios [>] .
out,FALSE,FALSE,MOT: <I am> [<] .
out,FALSE,FALSE,BRO: xxx .
out,FALSE,FALSE,CHI: I want that &=whining .
out,FALSE,FALSE,BRO: xxx .
out,FALSE,FALSE,MOT: xxx want the Raisin_Bran now ?
out,FALSE,FALSE,CHI: no !
out,FALSE,FALSE,MOT: then you going to hafta wait for me to fix the pancakes okay ?
out,FALSE,FALSE,CHI: oh no no no no !
out,FALSE,FALSE,BRO: xxx .
out,FALSE,FALSE,MOT: Chi ?
out,FALSE,FALSE,BRO: you can put it in the other way .
out,FALSE,FALSE,MOT: you're not having that &-uh (.) sweet stuff .
out,FALSE,FALSE,MOT: it's only junk .
out,FALSE,FALSE,MOT: put that right please .
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,MOT: Bro .
out,FALSE,FALSE,BRO: xxx .
out,FALSE,FALSE,CHI: 0 [=! whiny cry of protest] .
out,FALSE,FALSE,MOT: so you really wanna go to Javier's house Bro ?
out,FALSE,FALSE,BRO: yeah .
out,FALSE,FALSE,CHI: I want +...
out,FALSE,FALSE,MOT: well he seems like a nice boy huh ?
out,FALSE,FALSE,BRO: xxx .
out,FALSE,FALSE,CHI: <&=whining want Cheerios &=crying> [<] [>] .
out,FALSE,FALSE,MOT: <we're going> [<] to get to go (.) all of us (.) one day .
out,FALSE,FALSE,BRO: yes .
out,FALSE,FALSE,CHI: &=whining xxx <cereal xxx> [>] !
out,FALSE,FALSE,BRO: xxx [<] .
out,FALSE,FALSE,CHI: I want Cheerios &=whining .
out,FALSE,FALSE,MOT: want some bread ?
out,FALSE,FALSE,CHI: want cereal &=whining .
out,FALSE,FALSE,BRO: I +/.
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,BRO: <I> [/] I can my xxx .
out,FALSE,FALSE,BRO: <I> [//] [=! sounds of hesitation] I know what it is xxx .
out,FALSE,FALSE,MOT: xxx .
out,FALSE,FALSE,BRO: Mom I still know xxx .
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,MOT: xxx .
out,FALSE,FALSE,CHI: &=crying .
out,FALSE,FALSE,BRO: Mom !
out,FALSE,FALSE,BRO: <xxx I do it with my eyes closed> [>] xxx .
out,FALSE,FALSE,CHI: xxx [<] .
out,FALSE,FALSE,BRO: eight [///] (.) no here .
out,FALSE,FALSE,CHI: seven <six five four three two one> [>] .
out,FALSE,FALSE,BRO: <eight (.) eight nine one> [<] one zero zero three .
out,FALSE,FALSE,MOT: oh yeah that number three is &~t &-uh +...
out,FALSE,FALSE,MOT: you did it backwards like [/] <it looks like a letter e@l xxx> [>] .
out,FALSE,FALSE,BRO: <xxx did that xxx> [<] .
out,FALSE,FALSE,MOT: &=noise:tapexxx went to Amber's house .
out,FALSE,FALSE,BRO: let me see .
out,FALSE,FALSE,BRO: let <me see xxx> [>] .
out,FALSE,FALSE,MOT: <and spend the day at> [<] xxx .
out,FALSE,FALSE,MOT: xxx .
out,FALSE,FALSE,BRO: xxx this it the way it goes see ?
out,FALSE,FALSE,MOT: are you_all done Bro ?
out,FALSE,FALSE,MOT: how (a)bout a &=noise:tape xxx ?
out,FALSE,FALSE,CHI: &=whining I want cheerio I want cheerio [>] .
out,FALSE,FALSE,MOT: apple [<] ?
in,TRUE,FALSE,CHI: I want <cheerio &=whining> [>] +...
out,FALSE,FALSE,BRO: xxx [<] xxx [>] .
in,FALSE,FALSE,CHI: <I want> [<] cheerio <I want cheerio I want cheerio I want cheerio I want cheerio I want cheerio> [>] .
in,FALSE,FALSE,MOT: <Chi I already told you (.) either you eat raisin bran first and then that other cereal xxx> [<] .
in,FALSE,FALSE,CHI: I want Cheerios [!] &=whining .
in,FALSE,TRUE,BRO: I xxx call my friend xxx [//] xxx [//] <I should> [/] I shouldn't xxx talk to you [//] a lady (.) so I can talk +...
in,TRUE,FALSE,MOT: please don't call Bro that's a long distance phone call I'm going hafta be paying for that .
out,FALSE,FALSE,MOT: a lot .
out,FALSE,FALSE,MOT: don't call .
out,FALSE,FALSE,MOT: let him call you okay ?
out,FALSE,FALSE,MOT: Bro don't call .
out,FALSE,FALSE,MOT: thank you .
out,FALSE,FALSE,MOT: let's wait for the boy to call you okay ?
out,FALSE,FALSE,MOT: we're not that rich you know ?
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,BRO: xxx .
out,FALSE,FALSE,MOT: you can talk to Pedro .
out,FALSE,FALSE,MOT: you can talk to (.) what's <his name Adam> [>] ?
out,FALSE,FALSE,BRO: <xxx I> [<] wanna talk to that guy .
in,FALSE,TRUE,BRO: oh I wanna talk to Javier .
in,TRUE,FALSE,MOT: Javier lives far away .
out,FALSE,FALSE,BRO: so ?
in,FALSE,FALSE,MOT: that [/] that means the phone call you know is a long distance phone call and I hafta pay extra money .
in,FALSE,FALSE,MOT: every time we call him .
in,FALSE,FALSE,MOT: so we hafta wait for <this xxx to> [//] this boy to call you okay ?
out,FALSE,FALSE,BRO: xxx .
out,FALSE,FALSE,MOT: wait for me to do it .
out,FALSE,FALSE,MOT: okay .
out,FALSE,FALSE,MOT: so Chi you wanna wait for me to make a pancake xxx .
